CASE,OFFENSE,OFFENSE DESCRIPTION,REPORT DATE,OCCUR DATE,DAY OF WEEK ,LOCATION ,Location 1
SL2013147412,5499-12,TRAFFIC,09/11/2013 01:12:00 PM,09/11/2013 10:45:00 AM,4,"1300 W OURAY AVE
Salt Lake City, Utah
(40.77904041900047, -111.9285069229997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013204233,5499-8,TRAFFIC,12/29/2013 07:26:00 AM,12/29/2013 07:26:00 AM,1,"3300 W CALIFORNIA AVE
Salt Lake City, Utah
(40.74051014000048, -111.9699183729997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013126507,5401-0,TRAFFIC,08/08/2013 02:59:00 PM,08/08/2013 02:59:00 PM,5,"2300 S 700 E
Salt Lake City, Utah
(40.720801114000494, -111.8712667429997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201361363,5499-6,TRAFFIC,04/24/2013 11:17:00 AM,04/24/2013 11:17:00 AM,4,"500 S DELONG ST
Salt Lake City, Utah
(40.75833132700046, -111.95342204599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013103399,5499-7,TRAFFIC,07/03/2013 11:31:00 AM,07/03/2013 11:31:00 AM,4,"DIRECTORS RW / GLADIOLA ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201387391,5499-6,TRAFFIC,06/07/2013 05:05:00 PM,06/07/2013 05:05:00 PM,6,"200 S RIO GRANDE ST
Salt Lake City, Utah
(40.76482373300047, -111.90411309999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013193372,5499-8,TRAFFIC,12/07/2013 10:08:00 PM,12/07/2013 10:08:00 PM,7,"100 E SOUTH TEMPLE ST
Salt Lake City, Utah
(40.769332920000465, -111.88737103299968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201396470,5404-0,TRAFFIC,06/22/2013 01:44:00 AM,06/22/2013 01:44:00 AM,7,"1700 S MAIN ST
Salt Lake City, Utah
(40.73342166700047, -111.89113274199968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201331180,5499-8,TRAFFIC,03/01/2013 01:05:00 PM,03/01/2013 12:00:00 AM,6,"HIGHLAND DR / RICHMOND ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013161441,5499-12,TRAFFIC,10/07/2013 03:13:00 PM,10/07/2013 03:13:00 PM,2,"900 S 700 W
Salt Lake City, Utah
(40.749682660000474, -111.91112194099969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013201699,5499-7,TRAFFIC,12/23/2013 10:36:00 AM,12/23/2013 10:36:00 AM,2,"500 N WALL ST
Salt Lake City, Utah
(40.780211790000465, -111.89269776299972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201317607,5499-7,TRAFFIC,02/03/2013 07:01:00 PM,02/03/2013 06:00:00 PM,1,"300 N 2370 W
Salt Lake City, Utah
(40.775964013000475, -111.9574247279997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201382369,5499-2,TRAFFIC,05/30/2013 12:37:00 PM,05/30/2013 12:37:00 PM,5,"2300 E REDONDO AVE
Salt Lake City, Utah
(40.72708539600046, -111.82495005799967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201314778,5499-8,TRAFFIC,01/29/2013 03:54:00 PM,01/29/2013 12:00:00 AM,3,"SUNNYSIDE AVE / FOOTHILL DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013194581,5499-7,TRAFFIC,12/10/2013 02:03:00 PM,12/10/2013 02:03:00 PM,3,"200 W 1300 S
Salt Lake City, Utah
(40.741627716000494, -111.89690620999971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201311563,5404-0,TRAFFIC,01/23/2013 08:54:00 PM,01/23/2013 08:54:00 PM,4,"SR 006 3700 W
Salt Lake City, Utah
(40.77627493500046, -111.97943213099967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201351417,5404-0,TRAFFIC,04/07/2013 11:17:00 PM,04/07/2013 04:00:00 PM,1,"1000 S REDWOOD RD
Salt Lake City, Utah
(40.747468107000486, -111.93904311799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201378434,5499-7,TRAFFIC,05/23/2013 12:52:00 PM,05/23/2013 12:00:00 AM,5,"800 S WEST TEMPLE ST
Salt Lake City, Utah
(40.75186144200046, -111.89397510599969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013292,5499-5,TRAFFIC,01/01/2013 02:51:00 PM,01/01/2013 02:20:00 PM,3,"700 S STATE ST
Salt Lake City, Utah
(40.75408008000045, -111.8882624469997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013190672,5499-8,TRAFFIC,12/03/2013 08:12:00 AM,12/03/2013 08:12:00 AM,3,"1100 E PRINCETON AVE
Salt Lake City, Utah
(40.743766895000476, -111.85946083299967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013122557,5499-7,TRAFFIC,08/01/2013 11:59:00 PM,08/01/2013 12:00:00 AM,5,"400 W 600 S
Salt Lake City, Utah
(40.75632706100049, -111.9027379149997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013121156,5499-0,TRAFFIC,07/30/2013 05:46:00 PM,07/30/2013 12:00:00 AM,3,"00 E 800 S
Salt Lake City, Utah
(40.751973517000465, -111.88391357499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013133440,5499-0,TRAFFIC,08/19/2013 04:25:00 PM,08/19/2013 04:25:00 PM,2,"900 S 200 W
Salt Lake City, Utah
(40.74955054500049, -111.8854063929997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013175173,5499-8,TRAFFIC,11/02/2013 02:44:00 PM,11/02/2013 02:44:00 PM,7,"00 S 1000 W
Salt Lake City, Utah
(40.7564029290005, -111.91958797999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201357833,5499-7,TRAFFIC,04/17/2013 05:53:00 PM,04/17/2013 05:53:00 PM,4,"1500 S REDWOOD RD
Salt Lake City, Utah
(40.73771254900049, -111.93910468099972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201329968,5499-5,TRAFFIC,02/27/2013 08:21:00 AM,02/27/2013 08:21:00 AM,4,"1200 S STATE ST
Salt Lake City, Utah
(40.74278089000046, -111.88826635599969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013194180,5499-8,TRAFFIC,12/09/2013 05:33:00 PM,12/09/2013 05:33:00 PM,2,"HILLSIDE AVE / STATE ST
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013145741,5499-8,TRAFFIC,09/08/2013 03:29:00 PM,09/08/2013 12:00:00 AM,1,"800 S 500 W
Salt Lake City, Utah
(40.75185288300048, -111.9053928509997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201339973,5499-8,TRAFFIC,03/16/2013 03:36:00 PM,03/16/2013 12:00:00 AM,7,"1700 W 700 N
Salt Lake City, Utah
(40.784779649000484, -111.93949826699969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013190645,5499-8,TRAFFIC,12/03/2013 07:13:00 AM,12/03/2013 07:13:00 AM,3,"3800 W 1820 S
Salt Lake City, Utah
(40.7309300820005, -111.9817070469997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20132795,5499-12,TRAFFIC,01/06/2013 03:15:00 PM,01/06/2013 11:20:00 AM,1,"1100 E SOUTH TEMPLE ST
Salt Lake City, Utah
(40.769334556000445, -111.8594217799997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013200197,5499-7,TRAFFIC,12/20/2013 12:16:00 PM,12/20/2013 12:16:00 PM,6,"600 E 600 S
Salt Lake City, Utah
(40.7562863870005, -111.87372903399967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013170421,5499-8,TRAFFIC,10/24/2013 04:32:00 PM,10/24/2013 12:00:00 AM,5,"1300 E KENSINGTON AVE
Salt Lake City, Utah
(40.73633581900049, -111.85369069399968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013157710,5499-7,TRAFFIC,09/30/2013 12:04:00 PM,09/30/2013 12:00:00 AM,2,"00 S REDWOOD RD
Salt Lake City, Utah
(40.768336512000474, -111.9392051099997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201378885,5499-7,TRAFFIC,05/24/2013 07:55:00 AM,05/24/2013 12:00:00 AM,6,"5200 W WILEY POST WAY
Salt Lake City, Utah
(40.77388807200049, -112.01541998699969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201365509,5499-2,TRAFFIC,05/01/2013 02:50:00 PM,05/01/2013 12:00:00 AM,4,"500 W 800 S
Salt Lake City, Utah
(40.751968768000495, -111.9054749549997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201323112,5499-7,TRAFFIC,02/13/2013 09:50:00 PM,02/13/2013 09:50:00 PM,4,"1900 N BECK ST
Salt Lake City, Utah
(40.80989606000048, -111.91852234399971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201341102,5499-0,TRAFFIC,03/18/2013 04:52:00 PM,03/18/2013 04:52:00 PM,2,"500 W 200 N
Salt Lake City, Utah
(40.77373017800045, -111.90558564199966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201377163,5499-7,TRAFFIC,05/21/2013 08:04:00 AM,05/21/2013 08:04:00 AM,3,"600 N 1500 W
Salt Lake City, Utah
(40.78244285000045, -111.93349596999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013121715,5401-0,TRAFFIC,07/31/2013 05:02:00 PM,07/31/2013 05:02:00 PM,4,"800 E 800 S
Salt Lake City, Utah
(40.75193325200047, -111.86794109899967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013197266,5499-12,TRAFFIC,12/15/2013 10:59:00 AM,12/15/2013 10:59:00 AM,1,"700 N REDWOOD RD
Salt Lake City, Utah
(40.828761855000494, -111.9372164399997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201389583,5499-7,TRAFFIC,06/11/2013 10:15:00 AM,06/11/2013 10:15:00 AM,3,"500 E 100 S
Salt Lake City, Utah
(40.767147311000485, -111.8766995629997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201335406,5499-7,TRAFFIC,03/08/2013 07:22:00 PM,03/08/2013 12:00:00 AM,6,"2200 S 1300 E
Salt Lake City, Utah
(40.72281101700048, -111.85368533999969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013204612,5499-12,TRAFFIC,12/30/2013 03:24:00 AM,12/30/2013 03:24:00 AM,2,"1300 S MAJOR ST
Salt Lake City, Utah
(40.741512017000446, -111.88967416499969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013169308,5499-8,TRAFFIC,10/22/2013 04:15:00 PM,10/22/2013 12:00:00 AM,3,"200 S REDWOOD RD
Salt Lake City, Utah
(40.84610254400047, -111.9299155819997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201327467,5499-6,TRAFFIC,02/22/2013 10:12:00 AM,02/22/2013 10:12:00 AM,6,"900 N 900 W
Salt Lake City, Utah
(40.789054027000475, -111.91682092199972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013108946,5499-8,TRAFFIC,07/11/2013 05:08:00 PM,07/11/2013 12:00:00 AM,5,"600 S STATE ST
Salt Lake City, Utah
(40.75622343400045, -111.88826244899968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013135506,5404-0,TRAFFIC,08/22/2013 10:04:00 PM,08/22/2013 09:47:00 PM,5,"1600 S REDWOOD RD
Salt Lake City, Utah
(40.7358212150005, -111.93909567499969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201362253,5499-0,TRAFFIC,04/25/2013 08:29:00 PM,04/25/2013 12:00:00 AM,5,"1100 E 3300 S
Salt Lake City, Utah
(40.6998639090005, -111.85962019399972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013200885,5499-8,TRAFFIC,12/21/2013 02:56:00 PM,12/21/2013 02:56:00 PM,7,"500 N TERMINAL NORTHBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013179392,5499-8,TRAFFIC,11/10/2013 04:53:00 PM,11/10/2013 04:53:00 PM,1,"300 S 600 E
Salt Lake City, Utah
(40.762390422000465, -111.9082065929997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013132752,5499-7,TRAFFIC,08/18/2013 12:40:00 PM,08/18/2013 12:00:00 AM,1,"700 S 800 E
Salt Lake City, Utah
(40.75403136700049, -111.86828142399969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013148956,5499-8,TRAFFIC,09/13/2013 05:25:00 PM,09/13/2013 12:00:00 AM,6,"200 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.77160953300046, -111.8970075689997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201333228,5499-8,TRAFFIC,03/05/2013 10:12:00 AM,03/05/2013 12:00:00 AM,3,"100 S STATE ST
Salt Lake City, Utah
(40.76709077300046, -111.88826245399969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013102893,5499-8,TRAFFIC,07/02/2013 03:55:00 PM,07/02/2013 12:00:00 AM,3,"300 S WEST TEMPLE ST
Salt Lake City, Utah
(40.762693354000476, -111.8939928259997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201360839,5499-7,TRAFFIC,04/23/2013 07:50:00 AM,04/23/2013 07:50:00 AM,3,"800 S 1300 E
Salt Lake City, Utah
(40.75186144200046, -111.85393334699967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013181268,5499-5,TRAFFIC,11/14/2013 11:17:00 AM,11/14/2013 11:17:00 AM,5,"1100 E 800 S
Salt Lake City, Utah
(40.75194536000049, -111.85936815799971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013151513,5499-8,TRAFFIC,09/18/2013 11:33:00 AM,09/18/2013 12:00:00 AM,4,"1400 S MCCLELLAND ST
Salt Lake City, Utah
(40.73936889000049, -111.86105242499968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013146873,5499-7,TRAFFIC,09/10/2013 12:37:00 PM,09/10/2013 12:37:00 PM,3,"500 S 200 E
Salt Lake City, Utah
(40.75839336000047, -111.88539283499966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201368730,5401-0,TRAFFIC,05/06/2013 06:25:00 PM,05/06/2013 06:25:00 PM,2,"300 W HOPE AVE
Salt Lake City, Utah
(40.738918948000446, -111.89981512799972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013106019,5499-5,TRAFFIC,07/07/2013 07:21:00 AM,07/07/2013 07:21:00 AM,1,"800 S 200 E
Salt Lake City, Utah
(40.75188346100049, -111.88541442599967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013125960,5499-8,TRAFFIC,08/07/2013 03:48:00 PM,08/07/2013 12:00:00 AM,4,"1300 E 2700 S
Salt Lake City, Utah
(40.712668255000494, -111.85335770499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201389786,5499-8,TRAFFIC,06/11/2013 04:44:00 PM,06/11/2013 12:00:00 AM,3,"4300 W 2100 S
Salt Lake City, Utah
(40.7261817210005, -111.99389501699972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013133161,5499-7,TRAFFIC,08/19/2013 07:54:00 AM,08/19/2013 12:00:00 AM,2,"400 S MAIN ST
Salt Lake City, Utah
(40.760572323000474, -111.89122585099972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013151701,5499-12,TRAFFIC,09/18/2013 05:22:00 PM,09/18/2013 05:22:00 PM,4,"4200 W CALIFORNIA AVE
Salt Lake City, Utah
(40.74337836600046, -111.9914067529997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201381588,5401-0,TRAFFIC,05/29/2013 05:23:00 AM,05/29/2013 05:23:00 AM,4,"100 N 300 W
Salt Lake City, Utah
(40.771610988000475, -111.8996453799997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013165659,5499-11,TRAFFIC,10/15/2013 05:22:00 PM,10/15/2013 05:22:00 PM,3,"200 S RIO GRANDE ST
Salt Lake City, Utah
(40.76482373300047, -111.90411309999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013178386,5499-8,TRAFFIC,11/08/2013 05:54:00 PM,11/08/2013 05:54:00 PM,6,"1800 S FOOTHILL DR
Salt Lake City, Utah
(40.73127443700048, -111.81853480999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013196408,5499-8,TRAFFIC,12/13/2013 07:02:00 PM,12/13/2013 07:02:00 PM,6,"600 S WAKARA WAY
Salt Lake City, Utah
(40.75787385500047, -111.83021778599971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201369439,5499-8,TRAFFIC,05/07/2013 10:35:00 PM,05/07/2013 12:00:00 AM,3,"1300 S 1300 E
Salt Lake City, Utah
(40.74155208400049, -111.85392448499971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201327151,5499-8,TRAFFIC,02/21/2013 05:14:00 PM,02/21/2013 12:00:00 AM,5,"1100 E BRICKYARD RD
Salt Lake City, Utah
(40.70168250900048, -111.85968674099968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013134291,5499-84,TRAFFIC,08/21/2013 05:29:00 AM,08/21/2013 05:20:00 AM,4,"3700 W TERMINAL WESTBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013191725,5499-44,TRAFFIC,12/04/2013 07:38:00 PM,12/04/2013 07:38:00 PM,4,"300 S 500 W
Salt Lake City, Utah
(40.762733384000455, -111.90551632799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201369575,5499-5,TRAFFIC,05/08/2013 09:05:00 AM,05/08/2013 09:05:00 AM,4,"1600 E 2100 S
Salt Lake City, Utah
(40.725706621000484, -111.84490268399969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201364481,5499-7,TRAFFIC,04/29/2013 06:29:00 PM,04/29/2013 12:00:00 AM,2,"200 E 9TH AVE
Salt Lake City, Utah
(40.77961607500049, -111.88328964299967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201381886,5499-6,TRAFFIC,05/29/2013 03:44:00 PM,05/29/2013 03:44:00 PM,4,"1000 S REDWOOD RD
Salt Lake City, Utah
(40.747468107000486, -111.93904311799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013203829,5499-5,TRAFFIC,12/28/2013 12:42:00 PM,12/28/2013 12:40:00 PM,7,"300 S 400 W
Salt Lake City, Utah
(40.76273320900049, -111.90267252499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013194996,5499-8,TRAFFIC,12/11/2013 09:34:00 AM,12/11/2013 09:34:00 AM,4,"2800 S HIGHLAND DR
Salt Lake City, Utah
(40.710628923000456, -111.8546617069997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013134987,5499-6,TRAFFIC,08/22/2013 07:55:00 AM,08/22/2013 07:50:00 AM,5,"3800 W 1200 N
Salt Lake City, Utah
(40.79630440300048, -111.98038703099968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013203497,5499-8,TRAFFIC,12/27/2013 04:54:00 PM,12/27/2013 04:54:00 PM,6,"900 W 700 S
Salt Lake City, Utah
(40.75411728000046, -111.9169575629997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201329530,5499-6,TRAFFIC,02/26/2013 09:58:00 AM,02/26/2013 09:58:00 AM,3,"1300 S MAIN ST
Salt Lake City, Utah
(40.7415120870005, -111.89111371099972)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013159171,5499-0,TRAFFIC,10/03/2013 07:09:00 AM,10/03/2013 07:09:00 AM,5,"1300 E 500 S
Salt Lake City, Utah
(40.75836244600049, -111.85377049899967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201355545,5401-0,TRAFFIC,04/13/2013 10:52:00 AM,04/13/2013 10:52:00 AM,7,"300 N C ST
Salt Lake City, Utah
(40.77633134200045, -111.88051303799966)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201342055,5499-8,TRAFFIC,03/20/2013 02:08:00 PM,03/20/2013 12:00:00 AM,4,"1300 E MILLER AVE
Salt Lake City, Utah
(40.7029102620005, -111.85343204499969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013483,5403-0,TRAFFIC,01/02/2013 01:09:00 AM,01/02/2013 01:09:00 AM,4,"1900 W SIR JAMES DR
Salt Lake City, Utah
(40.783950663000496, -111.94533803999968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201351062,5499-8,TRAFFIC,04/05/2013 01:37:00 PM,04/05/2013 12:00:00 AM,6,"1800 S 300 W
Salt Lake City, Utah
(40.73178513300047, -111.89975299599968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201367543,5404-0,TRAFFIC,05/04/2013 09:55:00 PM,05/04/2013 09:35:00 PM,7,"500 E 400 S
Salt Lake City, Utah
(40.76052438300047, -111.87666063999967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201391060,5401-0,TRAFFIC,06/13/2013 03:37:00 PM,06/13/2013 03:37:00 PM,5,"2100 S 900 E
Salt Lake City, Utah
(40.72533078800046, -111.8653940799997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201314949,5499-2,TRAFFIC,01/29/2013 09:59:00 PM,01/29/2013 08:50:00 PM,3,"TIMPANOGOS HWY TRIUMPH BLVD
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20132214,5499-8,TRAFFIC,01/05/2013 11:42:00 AM,01/05/2013 11:42:00 AM,7,"900 W NORTH TEMPLE ST
Salt Lake City, Utah
(40.77167430200046, -111.91696856999971)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013132529,5499-0,TRAFFIC,08/17/2013 11:28:00 PM,08/17/2013 11:28:00 PM,7,"400 S 400 W
Salt Lake City, Utah
(40.760572141000466, -111.90267252499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013173899,5499-2,TRAFFIC,10/31/2013 08:59:00 AM,10/31/2013 12:00:00 AM,5,"200 S 400 E
Salt Lake City, Utah
(40.764921083000445, -111.87966348599969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201328337,5499-7,TRAFFIC,02/23/2013 08:52:00 PM,02/23/2013 12:00:00 AM,7,"700 E 600 S
Salt Lake City, Utah
(40.75629676900047, -111.87094740199967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013192132,5499-8,TRAFFIC,12/05/2013 02:46:00 PM,12/05/2013 02:46:00 PM,5,"WAKARA WAY / FOOTHILL DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013157373,5499-8,TRAFFIC,09/29/2013 04:55:00 PM,09/29/2013 12:00:00 AM,1,"1200 W 600 N
Salt Lake City, Utah
(40.78243806500046, -111.92559703299969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013155022,5499-7,TRAFFIC,09/25/2013 07:01:00 AM,09/25/2013 12:00:00 AM,4,"200 S REDWOOD RD
Salt Lake City, Utah
(40.84610254400047, -111.9299155819997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013119954,5499-8,TRAFFIC,07/28/2013 01:39:00 PM,07/28/2013 12:00:00 AM,1,"4900 W WILEY POST WAY
Salt Lake City, Utah
(40.77354946200046, -112.00789422699967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013188869,5499-5,TRAFFIC,11/29/2013 02:46:00 PM,11/29/2013 02:46:00 PM,6,"900 S MAIN ST
Salt Lake City, Utah
(40.749691725000446, -111.8910753889997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201354541,5499-8,TRAFFIC,04/11/2013 04:54:00 PM,04/11/2013 12:00:00 AM,5,"2100 S 2000 E
Salt Lake City, Utah
(40.72541065500047, -111.83440468599969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013162829,5401-0,TRAFFIC,10/10/2013 07:06:00 AM,10/10/2013 07:06:00 AM,5,"1700 S 1000 W
Salt Lake City, Utah
(40.79086872400046, -111.93934771199969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013191105,5499-8,TRAFFIC,12/03/2013 04:23:00 PM,12/03/2013 04:23:00 PM,3,"1000 E 2100 S
Salt Lake City, Utah
(40.72537602700049, -111.86237019699968)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201342201,5499-7,TRAFFIC,03/20/2013 05:35:00 PM,03/20/2013 12:00:00 AM,4,"200 S WEST TEMPLE ST
Salt Lake City, Utah
(40.76492118400046, -111.89399427499967)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201339824,5499-84,TRAFFIC,03/16/2013 09:30:00 AM,03/16/2013 09:15:00 AM,7,"300 N 2370 W
Salt Lake City, Utah
(40.775964013000475, -111.9574247279997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201369486,5499-44,TRAFFIC,05/08/2013 01:32:00 AM,05/08/2013 01:32:00 AM,4,"500 N TERMINAL NORTHBOUND DR
Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL20133526,5499-0,TRAFFIC,01/07/2013 11:23:00 PM,01/07/2013 12:00:00 AM,2,"1700 S MAJOR ST
Salt Lake City, Utah
(40.73343036500046, -111.8896928159997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL2013203479,5499-84,TRAFFIC,12/27/2013 04:19:00 PM,12/27/2013 04:00:00 PM,6,"300 NORTH 2370 WEST
Salt Lake City, Utah
(40.775964013000475, -111.9574247279997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
SL201337746,5404-0,TRAFFIC,03/12/2013 11:43:00 PM,03/12/2013 11:43:00 PM,3,"1300 S 300 W
Salt Lake City, Utah
(40.775853682000445, -111.9262605449997)","Salt Lake City, Utah
(40.66726905100046, -111.92357267799969)"
